igre,disciplina,mesto,drzava,ime,rezultat 
Squaw Valley 1960,1500m-men,41,KOR,Yeong Jang,2:25.30
Squaw Valley 1960,1500m-men,42,KOR,Young Bai Choi,2:26.70
Squaw Valley 1960,1500m-men,43,CAN,John Sands,2:28.40
Squaw Valley 1960,1500m-men,44,KOR,In Won Jang,2:30.70
Squaw Valley 1960,1500m-men,45,CAN,Larry Mason,2:35.30
Squaw Valley 1960,1500m-women,1,URS,Lidiya Skoblikova,2:25.20
Squaw Valley 1960,1500m-women,2,POL,Elwira Seroczynska,2:25.70
Squaw Valley 1960,1500m-women,3,POL,Helena Pilejczyk,2:27.10
Squaw Valley 1960,1500m-women,4,URS,Klara Guseva,2:28.70
Squaw Valley 1960,1500m-women,5,URS,Valentina Stenina,2:29.20
Squaw Valley 1960,1500m-women,6,FIN,Iris H. Sihvonen,2:29.70
Squaw Valley 1960,1500m-women,7,SWE,Christina Scherling,2:31.50
Squaw Valley 1960,1500m-women,8,GER,Helga Haase,2:31.70
Squaw Valley 1960,1500m-women,9,SWE,Elsa Einarsson,2:32.90
Squaw Valley 1960,1500m-women,10,JPN,Fumie Hama,2:33.30
Squaw Valley 1960,1500m-women,11,USA,Jeanne Ashworth,2:33.70
Squaw Valley 1960,1500m-women,12,JPN,Yoshiko Takano,2:34.00
Squaw Valley 1960,1500m-women,13,CAN,Doreen Ryan,2:34.50
Squaw Valley 1960,1500m-women,14,FIN,Eevi Huttunen,2:35.10
Squaw Valley 1960,1500m-women,15,USA,Jeanne Omelenchuk,2:36.40
Squaw Valley 1960,1500m-women,16,GER,Inge Görmer,2:36.50
Squaw Valley 1960,1500m-women,17,FRA,Françoise Lucas,2:36.60
Squaw Valley 1960,1500m-women,18,USA,Barbara Lockhart,2:37.00
Squaw Valley 1960,1500m-women,19,JPN,Hatsue Nagakubo Takamizawa,2:43.70
Squaw Valley 1960,1500m-women,20,CAN,Margaret A. Robb,2:48.60
Squaw Valley 1960,1500m-women,21,KOR,Kyung Hoy Kim,2:48.60
Squaw Valley 1960,1500m-women,22,GER,Gisela Toews,2:51.10
Squaw Valley 1960,1500m-women,23,KOR,Hye Ja Han,2:55.60
Squaw Valley 1960,3000m-women,1,URS,Lidiya Skoblikova,5:14.30
Squaw Valley 1960,3000m-women,2,URS,Valentina Stenina,5:16.90
Squaw Valley 1960,3000m-women,3,FIN,Eevi Huttunen,5:21.00
Squaw Valley 1960,3000m-women,4,JPN,Hatsue Nagakubo Takamizawa,5:21.40
Squaw Valley 1960,3000m-women,5,SWE,Christina Scherling,5:25.50
Squaw Valley 1960,3000m-women,6,POL,Helena Pilejczyk,5:26.20
Squaw Valley 1960,3000m-women,7,POL,Elwira Seroczynska,5:27.30
Squaw Valley 1960,3000m-women,8,USA,Jeanne Ashworth,5:28.50
Squaw Valley 1960,3000m-women,9,URS,Tamara Rylova,5:30.00
Squaw Valley 1960,3000m-women,10,JPN,Yoshiko Takano,5:30.90
Squaw Valley 1960,3000m-women,11,SWE,Elsa Einarsson,5:32.20
Squaw Valley 1960,3000m-women,12,FIN,Iris H. Sihvonen,5:35.20
Squaw Valley 1960,3000m-women,13,GER,Inge Görmer,5:37.50
Squaw Valley 1960,3000m-women,14,CAN,Doreen Ryan,5:39.70
Squaw Valley 1960,3000m-women,15,FRA,Françoise Lucas,5:42.50
Squaw Valley 1960,3000m-women,16,CAN,Margaret A. Robb,5:43.50
Squaw Valley 1960,3000m-women,17,GER,Gisela Toews,5:48.30
Squaw Valley 1960,3000m-women,18,USA,Cornelia Harrington,5:57.50
Squaw Valley 1960,3000m-women,19,USA,Beverly Buhr,6:03.10
Squaw Valley 1960,3000m-women,20,KOR,Kyung Hoy Kim,6:08.20
Squaw Valley 1960,5000m-men,1,URS,Viktor Kosichkin,7:51.30
Squaw Valley 1960,5000m-men,2,NOR,Knut Johannesen,8:00.80
Squaw Valley 1960,5000m-men,3,NED,Janis Pesman,8:05.10
Squaw Valley 1960,5000m-men,4,NOR,Torstein Seiersten,8:05.30
Squaw Valley 1960,5000m-men,5,URS,Valeri Kotov,8:05.40
Squaw Valley 1960,5000m-men,6,URS,Oleg Goncharenko,8:06.60
Squaw Valley 1960,5000m-men,7,SWE,Ivar Nilsson,8:09.10
Squaw Valley 1960,5000m-men,7,FIN,Keijo Tapiovaara,8:09.10
Squaw Valley 1960,5000m-men,9,FRA,André Kouprianoff,8:10.40
Squaw Valley 1960,5000m-men,10,FRA,Raymond Gilloz,8:11.50
Squaw Valley 1960,5000m-men,11,GBR,Terence Monaghan,8:15.30
Squaw Valley 1960,5000m-men,12,SWE,Kjell Bäckman,8:16.00
Squaw Valley 1960,5000m-men,13,SWE,Sven Olof Dahlberg,8:17.00
Squaw Valley 1960,5000m-men,14,USA,Arnold H. Uhrlass,8:18.00
Squaw Valley 1960,5000m-men,15,FIN,Juhani Jouko Järvinen,8:19.20
Squaw Valley 1960,5000m-men,16,ITA,Mario Gios,8:20.30
Squaw Valley 1960,5000m-men,17,USA,Richard Howard Hunt,8:21.30
Squaw Valley 1960,5000m-men,18,AUT,Hermann Strutz,8:21.90
Squaw Valley 1960,5000m-men,19,NED,Jeen Van Den Berg,8:22.40
Squaw Valley 1960,5000m-men,20,NED,Cornelis Broekman,8:22.90
Squaw Valley 1960,5000m-men,21,FIN,Leo Tynkkynen,8:24.30
Squaw Valley 1960,5000m-men,22,GER,Helmut Kuhnert,8:25.10
Squaw Valley 1960,5000m-men,23,JPN,Takeo Mizoo,8:28.70
Squaw Valley 1960,5000m-men,24,JPN,Shuji Kobayashi,8:29.80
Squaw Valley 1960,5000m-men,25,NOR,Roald Aas,8:30.10
Squaw Valley 1960,5000m-men,26,ITA,Renato De Riva,8:32.40
Squaw Valley 1960,5000m-men,27,DEN,Kurt R. Stille,8:33.00
Squaw Valley 1960,5000m-men,28,CAN,Ralf Olin,8:36.80
Squaw Valley 1960,5000m-men,29,AUT,Franz Offenberger,8:38.20
Squaw Valley 1960,5000m-men,30,USA,Floyd Curtis Bedbury,8:39.60
Squaw Valley 1960,5000m-men,31,ITA,Antonio Nitto,8:40.40
Squaw Valley 1960,5000m-men,32,GER,Josef Biebl,8:48.00
Squaw Valley 1960,5000m-men,33,GBR,Thomas Alfred Malkin,8:56.10
Squaw Valley 1960,5000m-men,34,KOR,Young Bai Choi,8:57.80
Squaw Valley 1960,5000m-men,35,KOR,In Won Jang,9:01.60
Squaw Valley 1960,5000m-men,36,GER,Heinz Wolfram,9:18.20
Squaw Valley 1960,5000m-men,37,CAN,Larry Mason,9:23.50
Squaw Valley 1960,10000m-men,1,NOR,Knut Johannesen,15:46.60
Squaw Valley 1960,10000m-men,2,URS,Viktor Kosichkin,15:49.20
Squaw Valley 1960,10000m-men,3,SWE,Kjell Bäckman,16:14.20
Squaw Valley 1960,10000m-men,4,SWE,Ivar Nilsson,16:26.00
Squaw Valley 1960,10000m-men,5,GBR,Terence Monaghan,16:31.60
Squaw Valley 1960,10000m-men,6,NOR,Torstein Seiersten,16:33.40
Squaw Valley 1960,10000m-men,7,SWE,Sven Olof Dahlberg,16:34.60
Squaw Valley 1960,10000m-men,8,FIN,Juhani Jouko Järvinen,16:35.40
Squaw Valley 1960,10000m-men,9,FIN,Keijo Tapiovaara,16:37.20
Squaw Valley 1960,10000m-men,10,USA,Ross B. Zucco,16:37.60
Squaw Valley 1960,10000m-men,11,FRA,André Kouprianoff,16:39.10
Squaw Valley 1960,10000m-men,12,NED,Janis Pesman,16:41.00
Squaw Valley 1960,10000m-men,13,GER,Helmut Kuhnert,16:43.40
Squaw Valley 1960,10000m-men,14,ITA,Renato De Riva,16:45.70
Squaw Valley 1960,10000m-men,15,USA,Arnold H. Uhrlass,16:49.30
Squaw Valley 1960,10000m-men,16,NED,Cornelis Broekman,16:59.90
Squaw Valley 1960,10000m-men,17,DEN,Kurt R. Stille,17:00.00
Squaw Valley 1960,10000m-men,18,ITA,Mario Gios,17:06.30
Squaw Valley 1960,10000m-men,19,AUT,Hermann Strutz,17:06.50
Squaw Valley 1960,10000m-men,20,URS,Vladimir Shilykovsky,17:13.90
Squaw Valley 1960,10000m-men,21,JPN,Shuji Kobayashi,17:20.80
Squaw Valley 1960,10000m-men,22,NED,Jeen Van Den Berg,17:23.50
Squaw Valley 1960,10000m-men,23,NOR,Roald Aas,17:26.80
Squaw Valley 1960,10000m-men,24,FIN,Leo Tynkkynen,17:33.60
Squaw Valley 1960,10000m-men,25,JPN,Takeo Mizoo,17:42.00
Squaw Valley 1960,10000m-men,26,KOR,In Won Jang,17:45.70
Squaw Valley 1960,10000m-men,27,CAN,Ralf Olin,17:50.90
Squaw Valley 1960,10000m-men,28,KOR,Young Bai Choi,18:15.50
Squaw Valley 1960,10000m-men,29,GER,Heinz Wolfram,18:37.00
Innsbruck 1964,500m-men,1,USA,Richard Mcdermott,40.10
Innsbruck 1964,500m-men,2,NOR,Alv Gjestvang,40.60
Innsbruck 1964,500m-men,2,URS,Yevgeny Grishin,40.60
Innsbruck 1964,500m-men,2,URS,Vladimir Orlov,40.60
Innsbruck 1964,500m-men,5,JPN,Keiichi Suzuki,40.70
Innsbruck 1964,500m-men,6,USA,"Eddie Rudolph, Jr.",40.90
Innsbruck 1964,500m-men,7,SWE,Heike Hedlund,41.00
Innsbruck 1964,500m-men,8,USA,William Disney,41.10
Innsbruck 1964,500m-men,8,NOR,Villy Haugen,41.10
Innsbruck 1964,500m-men,10,NOR,Hroar Elvenes,41.40
Innsbruck 1964,500m-men,10,FRA,Raymond Fonvieille,41.40
Innsbruck 1964,500m-men,10,URS,Rafael Grach,41.40
Innsbruck 1964,500m-men,10,FIN,Simo Rinne,41.40
Innsbruck 1964,500m-men,14,USA,Thomas James Gray,41.50
Innsbruck 1964,500m-men,15,URS,Boris Gulayev,41.70
Innsbruck 1964,500m-men,16,GER,Helmut Kuhnert,41.80
Innsbruck 1964,500m-men,16,FIN,Pekka Lattunen,41.80
Innsbruck 1964,500m-men,16,JPN,Fumio Nagakubo,41.80
Innsbruck 1964,500m-men,19,FIN,Juhani Jouko Järvinen,41.90
Innsbruck 1964,500m-men,19,PRK,Zin Hook Kim,41.90
Innsbruck 1964,500m-men,21,NOR,Magne Thomassen,42.00
Innsbruck 1964,500m-men,22,SWE,Björn Lekman,42.10
Innsbruck 1964,500m-men,23,FIN,Toivo Salonen,42.20
Innsbruck 1964,500m-men,24,GER,Herbert Höfl,42.30
Innsbruck 1964,500m-men,24,GER,Günter Tilch,42.30
Innsbruck 1964,500m-men,26,FRA,André Kouprianoff,42.50
Innsbruck 1964,500m-men,27,GBR,Thomas Alfred Malkin,42.60
Innsbruck 1964,500m-men,27,SWE,Bo Ollander,42.60
Innsbruck 1964,500m-men,29,SWE,Manne Lavaas,42.70
Innsbruck 1964,500m-men,30,PRK,Sung Ryool Ri,43.00
Innsbruck 1964,500m-men,31,ITA,Elio Locatelli,43.10
Innsbruck 1964,500m-men,32,TCH,Oldrich Teply,43.20
Innsbruck 1964,500m-men,33,BEL,François Brueren,43.40
Innsbruck 1964,500m-men,33,GER,Günter Traub,43.40
Innsbruck 1964,500m-men,35,AUT,Manfred Zojer,43.50
Innsbruck 1964,500m-men,36,AUT,Peter Toyfl,43.70
Innsbruck 1964,500m-men,37,HUN,Mihaly Martos,44.00
Innsbruck 1964,500m-men,38,MGL,Dashnyam Luvsanlkhagvyn,44.10
Innsbruck 1964,500m-men,39,CAN,Ralf Olin,44.20
Innsbruck 1964,500m-men,40,HUN,György Ivankai,44.30
Innsbruck 1964,500m-men,41,JPN,Satoshi Shinpo,44.40
Innsbruck 1964,500m-men,42,KOR,Young Bai Choi,44.80
Innsbruck 1964,500m-men,43,SUI,Jean Pierre Gueron,44.90
Innsbruck 1964,500m-men,44,GBR,Thomas Bryce Dawson,45.20
Innsbruck 1964,500m-women,1,URS,Lidiya Skoblikova,45.00
Innsbruck 1964,500m-women,2,URS,Irina Yegorova,45.40
Innsbruck 1964,500m-women,3,URS,Tatyana Sidorova,45.50
Innsbruck 1964,500m-women,4,USA,Jeanne Ashworth,46.20
Innsbruck 1964,500m-women,4,USA,Janice Smith,46.20
Innsbruck 1964,500m-women,6,SWE,Gunilla Jacobsson,46.50
Innsbruck 1964,500m-women,7,USA,Janice Lawler,46.60
Innsbruck 1964,500m-women,8,GER,Helga Haase,47.20
Innsbruck 1964,500m-women,9,SWE,Inger Eriksson,47.30
Innsbruck 1964,500m-women,10,CAN,Doreen Ryan,47.70
Innsbruck 1964,500m-women,11,SWE,Christina Scherling,47.80
Innsbruck 1964,500m-women,12,JPN,Hatsue Nagakubo Takamizawa,47.90
Innsbruck 1964,500m-women,13,CAN,Doreen Mccannell,48.00
Innsbruck 1964,500m-women,13,FIN,Kaija Mustonen,48.00
Innsbruck 1964,500m-women,15,PRK,Choon Za Ryoo,48.40
Innsbruck 1964,500m-women,16,FIN,Kaija Liisa Keskivitikka,48.80
Innsbruck 1964,500m-women,16,POL,Elwira Seroczynska,48.80
Innsbruck 1964,500m-women,18,FRA,Françoise Lucas,48.90
Innsbruck 1964,500m-women,19,JPN,Yasuko Takano,49.30
Innsbruck 1964,500m-women,20,KOR,Hei Sook Kim,49.60
Innsbruck 1964,500m-women,21,GER,Brigitte Reichert,49.80
Innsbruck 1964,500m-women,22,POL,Adelhajda Mroske,49.90
Innsbruck 1964,500m-women,23,POL,Helena Pilejczyk,50.10
Innsbruck 1964,500m-women,24,JPN,Kaneko Takahashi,50.50
Innsbruck 1964,500m-women,25,GER,Siegrit Behrenz,50.90
Innsbruck 1964,500m-women,25,HUN,Kornélia Ihász,50.90
Innsbruck 1964,500m-women,27,TCH,Jarmila Stastna,52.00
Innsbruck 1964,500m-women,28,PRK,Pil Hwa Han,58.50
Innsbruck 1964,1000m-women,1,URS,Lidiya Skoblikova,1:33.20
Innsbruck 1964,1000m-women,2,URS,Irina Yegorova,1:34.30
Innsbruck 1964,1000m-women,3,FIN,Kaija Mustonen,1:34.80
Innsbruck 1964,1000m-women,4,GER,Helga Haase,1:35.70
Innsbruck 1964,1000m-women,5,URS,Valentina Stenina,1:36.00
Innsbruck 1964,1000m-women,6,SWE,Gunilla Jacobsson,1:36.50
Innsbruck 1964,1000m-women,7,USA,Janice Smith,1:36.70
Innsbruck 1964,1000m-women,8,FIN,Kaija Liisa Keskivitikka,1:37.60
Innsbruck 1964,1000m-women,9,SWE,Inger Eriksson,1:37.80
Innsbruck 1964,1000m-women,10,USA,Barbara Lockhart,1:38.60
Innsbruck 1964,1000m-women,11,USA,Jeanne Ashworth,1:38.70
Innsbruck 1964,1000m-women,11,CAN,Doreen Ryan,1:38.70
Innsbruck 1964,1000m-women,13,CAN,Doreen Mccannell,1:39.40
Innsbruck 1964,1000m-women,14,SWE,Christina Scherling,1:39.50
Innsbruck 1964,1000m-women,15,POL,Helena Pilejczyk,1:39.80
Innsbruck 1964,1000m-women,16,PRK,Choon Za Ryoo,1:40.00
Innsbruck 1964,1000m-women,17,NED,Willy De Beer,1:40.10
Innsbruck 1964,1000m-women,18,JPN,Kaneko Takahashi,1:40.50
Innsbruck 1964,1000m-women,19,FRA,Françoise Lucas,1:41.30
Innsbruck 1964,1000m-women,20,JPN,Yasuko Takano,1:41.60
Innsbruck 1964,1000m-women,21,POL,Adelhajda Mroske,1:41.70
Innsbruck 1964,1000m-women,22,POL,Elwira Seroczynska,1:42.10
Innsbruck 1964,1000m-women,23,GER,Erika Heinicke,1:43.20
Innsbruck 1964,1000m-women,24,MGL,Lkhamjav Tsedenjavyn,1:43.50
Innsbruck 1964,1000m-women,25,GER,Brigitte Reichert,1:44.90
Innsbruck 1964,1000m-women,26,KOR,Hei Sook Kim,1:45.10
Innsbruck 1964,1000m-women,27,TCH,Jarmila Stastna,1:45.80
Innsbruck 1964,1500m-men,1,URS,Ants Antson,2:10.30
Innsbruck 1964,1500m-men,2,NED,Cornelis Verkerk,2:10.60
Innsbruck 1964,1500m-men,3,NOR,Villy Haugen,2:11.20
Innsbruck 1964,1500m-men,4,FIN,Jouko Ilmari Launonen,2:11.90
Innsbruck 1964,1500m-men,5,URS,Lev Zaitzev,2:12.10
Innsbruck 1964,1500m-men,6,NOR,Ivar Eriksen,2:12.20
Innsbruck 1964,1500m-men,6,URS,Eduard Matusevich,2:12.20
Innsbruck 1964,1500m-men,8,FIN,Juhani Jouko Järvinen,2:12.40
Innsbruck 1964,1500m-men,9,NOR,Magne Thomassen,2:12.50
Innsbruck 1964,1500m-men,10,NED,Rudi Liebrechts,2:12.80
Innsbruck 1964,1500m-men,11,URS,Yevgeny Grishin,2:13.30
Innsbruck 1964,1500m-men,11,GBR,Thomas Alfred Malkin,2:13.30
Innsbruck 1964,1500m-men,13,NED,Ard Schenk,2:13.40
Innsbruck 1964,1500m-men,14,PRK,Sung Ryool Ri,2:13.90
Innsbruck 1964,1500m-men,15,USA,Richard Howard Hunt,2:14.40
Innsbruck 1964,1500m-men,16,NOR,Nils Egil Aaness,2:14.60
Innsbruck 1964,1500m-men,17,GER,Günter Traub,2:15.30
Innsbruck 1964,1500m-men,18,SWE,Örjan Sandler,2:15.40
Innsbruck 1964,1500m-men,19,FIN,Jouko Ilmari Jokinen,2:15.60
Innsbruck 1964,1500m-men,19,SWE,Ivar Nilsson,2:15.60
Innsbruck 1964,1500m-men,21,ITA,Renato De Riva,2:15.70
Innsbruck 1964,1500m-men,22,FRA,André Kouprianoff,2:15.80
Innsbruck 1964,1500m-men,23,FIN,Seppo Hänninen,2:16.00
Innsbruck 1964,1500m-men,24,SWE,Manne Lavaas,2:16.20
Innsbruck 1964,1500m-men,25,USA,Howard Wayne Campbell,2:16.40
Innsbruck 1964,1500m-men,26,GER,Herbert Höfl,2:16.80
Innsbruck 1964,1500m-men,26,USA,"Eddie Rudolph, Jr.",2:16.80
Innsbruck 1964,1500m-men,28,SWE,Bo Ollander,2:17.10
Innsbruck 1964,1500m-men,29,GER,Gerhard Zimmermann,2:17.30
Innsbruck 1964,1500m-men,30,DEN,Kurt R. Stille,2:17.40
Innsbruck 1964,1500m-men,31,JPN,Keiichi Suzuki,2:17.50
Innsbruck 1964,1500m-men,32,TCH,Oldrich Teply,2:17.90
Innsbruck 1964,1500m-men,33,AUT,Hermann Strutz,2:18.00
Innsbruck 1964,1500m-men,34,JPN,Satoshi Shinpo,2:18.50
Innsbruck 1964,1500m-men,35,ITA,Elio Locatelli,2:19.00
Innsbruck 1964,1500m-men,36,PRK,Zin Hook Kim,2:19.40
Innsbruck 1964,1500m-men,37,CAN,Ralf Olin,2:19.70
Innsbruck 1964,1500m-men,38,HUN,György Ivankai,2:19.90
Innsbruck 1964,1500m-men,39,GER,Jürgen Schmidt,2:20.00
Innsbruck 1964,1500m-men,40,KOR,Young Bai Choi,2:20.30
Innsbruck 1964,1500m-men,41,JPN,Toyofumi Aruga,2:20.70
Innsbruck 1964,1500m-men,42,USA,Floyd Curtis Bedbury,2:21.30
Innsbruck 1964,1500m-men,43,FRA,Raymond Fonvieille,2:22.60
Innsbruck 1964,1500m-men,44,SUI,Ruedi Uster,2:23.40
Innsbruck 1964,1500m-men,45,GBR,Anthony Bullen,2:23.70
Innsbruck 1964,1500m-men,46,MGL,Dashnyam Luvsanlkhagvyn,2:23.90
Innsbruck 1964,1500m-men,47,CAN,Gérald Koning,2:24.00
Innsbruck 1964,1500m-men,48,AUT,Peter Toyfl,2:24.20
Innsbruck 1964,1500m-men,49,GBR,Thomas Bryce Dawson,2:26.40
Innsbruck 1964,1500m-men,50,HUN,Mihaly Martos,2:26.80
Innsbruck 1964,1500m-men,51,AUT,Josef Reisinger,2:27.80
Innsbruck 1964,1500m-men,52,KOR,Nam Yeon Choi,2:30.20
Innsbruck 1964,1500m-men,53,SUI,Jean Pierre Gueron,2:32.30
Innsbruck 1964,1500m-women,1,URS,Lidiya Skoblikova,2:22.60
Innsbruck 1964,1500m-women,2,FIN,Kaija Mustonen,2:25.50
Innsbruck 1964,1500m-women,3,URS,Berta Kolokoltseva,2:27.10
Innsbruck 1964,1500m-women,4,PRK,Song Soon Kim,2:27.70
Innsbruck 1964,1500m-women,5,GER,Helga Haase,2:28.60
Innsbruck 1964,1500m-women,6,SWE,Christina Scherling,2:29.40
Innsbruck 1964,1500m-women,7,URS,Valentina Stenina,2:29.90
Innsbruck 1964,1500m-women,8,FIN,Kaija Liisa Keskivitikka,2:30.00
Innsbruck 1964,1500m-women,9,PRK,Pil Hwa Han,2:30.10
Innsbruck 1964,1500m-women,10,JPN,Hatsue Nagakubo Takamizawa,2:30.90
Innsbruck 1964,1500m-women,11,SWE,Gunilla Jacobsson,2:31.90
Innsbruck 1964,1500m-women,12,SWE,Inger Eriksson,2:32.00
Innsbruck 1964,1500m-women,13,CAN,Doreen Mccannell,2:32.70
Innsbruck 1964,1500m-women,14,JPN,Yasuko Takano,2:33.10
Innsbruck 1964,1500m-women,15,USA,Judith Morstein,2:33.30
Innsbruck 1964,1500m-women,16,NED,Willy De Beer,2:34.00
Innsbruck 1964,1500m-women,16,CAN,Doreen Ryan,2:34.00
Innsbruck 1964,1500m-women,18,JPN,Kaneko Takahashi,2:34.60
Innsbruck 1964,1500m-women,19,USA,Janice Lawler,2:34.90
Innsbruck 1964,1500m-women,20,HUN,Kornélia Ihász,2:35.10
Innsbruck 1964,1500m-women,21,GER,Inge Lieckfeldt,2:36.20
Innsbruck 1964,1500m-women,22,FRA,Françoise Lucas,2:36.40
Innsbruck 1964,1500m-women,22,POL,Adelhajda Mroske,2:36.40
Innsbruck 1964,1500m-women,24,USA,Janice Smith,2:37.80
Innsbruck 1964,1500m-women,25,POL,Helena Pilejczyk,2:38.30
Innsbruck 1964,1500m-women,26,POL,Elwira Seroczynska,2:39.30
Innsbruck 1964,1500m-women,27,KOR,Kuy Chin Kim,2:39.70
Innsbruck 1964,1500m-women,28,GER,Erika Heinicke,2:40.40
Innsbruck 1964,1500m-women,29,TCH,Jarmila Stastna,2:42.90
Innsbruck 1964,1500m-women,30,PRK,Sen Za An,2:44.70
Innsbruck 1964,3000m-women,1,URS,Lidiya Skoblikova,5:14.90
Innsbruck 1964,3000m-women,2,PRK,Pil Hwa Han,5:18.50
Innsbruck 1964,3000m-women,2,URS,Valentina Stenina,5:18.50
Innsbruck 1964,3000m-women,4,URS,Klara Guseva,5:22.50
Innsbruck 1964,3000m-women,5,FIN,Kaija Mustonen,5:24.30
Innsbruck 1964,3000m-women,6,JPN,Hatsue Nagakubo Takamizawa,5:25.40
Innsbruck 1964,3000m-women,7,PRK,Song Soon Kim,5:25.90
Innsbruck 1964,3000m-women,8,CAN,Doreen Mccannell,5:26.40
Innsbruck 1964,3000m-women,9,SWE,Christina Scherling,5:27.60
Innsbruck 1964,3000m-women,10,FIN,Kaija Liisa Keskivitikka,5:29.40
Innsbruck 1964,3000m-women,11,USA,Jeanne Ashworth,5:30.30
Innsbruck 1964,3000m-women,12,JPN,Yasuko Takano,5:30.40
Innsbruck 1964,3000m-women,13,PRK,Wel Za Bak,5:30.80
Innsbruck 1964,3000m-women,14,SWE,Inger Eriksson,5:32.60
Innsbruck 1964,3000m-women,15,SWE,Gunilla Jacobsson,5:39.20
Innsbruck 1964,3000m-women,16,JPN,Kaneko Takahashi,5:39.60
Innsbruck 1964,3000m-women,17,GER,Rita Blankenburg,5:40.80
Innsbruck 1964,3000m-women,18,HUN,Kornélia Ihász,5:41.40
Innsbruck 1964,3000m-women,19,KOR,Kuy Chin Kim,5:41.60
Innsbruck 1964,3000m-women,20,MGL,Lkhamjav Tsedenjavyn,5:42.60
Innsbruck 1964,3000m-women,21,GER,Inge Lieckfeldt,5:42.70
Innsbruck 1964,3000m-women,21,USA,Sylvia White,5:42.70
Innsbruck 1964,3000m-women,23,USA,Barbara Lockhart,5:43.20
Innsbruck 1964,3000m-women,24,CAN,Doreen Ryan,5:46.50
Innsbruck 1964,3000m-women,25,POL,Adelhajda Mroske,5:47.10
Innsbruck 1964,3000m-women,26,POL,Helena Pilejczyk,5:47.30
Innsbruck 1964,3000m-women,27,NED,Willy De Beer,5:49.90
Innsbruck 1964,3000m-women,28,GER,Erika Heinicke,5:56.00
Innsbruck 1964,5000m-men,1,NOR,Knut Johannesen,7:38.40
Innsbruck 1964,5000m-men,2,NOR,Per Ivar Moe,7:38.60
Innsbruck 1964,5000m-men,3,NOR,Fred Anton Maier,7:42.00
Innsbruck 1964,5000m-men,4,URS,Viktor Kosichkin,7:45.80
Innsbruck 1964,5000m-men,5,AUT,Hermann Strutz,7:48.30
Innsbruck 1964,5000m-men,6,SWE,Jonny Nilsson,7:48.40
Innsbruck 1964,5000m-men,7,SWE,Ivar Nilsson,7:49.00
Innsbruck 1964,5000m-men,8,NED,Rudi Liebrechts,7:50.90
Innsbruck 1964,5000m-men,9,NED,Cornelis Verkerk,7:51.10
Innsbruck 1964,5000m-men,10,URS,Muzakhid Khabibuline,7:52.30
Innsbruck 1964,5000m-men,11,GER,Günter Traub,7:53.90
Innsbruck 1964,5000m-men,12,DEN,Kurt R. Stille,7:56.10
Innsbruck 1964,5000m-men,13,GER,Gerhard Zimmermann,7:56.80
Innsbruck 1964,5000m-men,14,ITA,Renato De Riva,7:57.50
Innsbruck 1964,5000m-men,15,FIN,Kalervo Hietala,7:58.80
Innsbruck 1964,5000m-men,16,GBR,Thomas Alfred Malkin,7:59.40
Innsbruck 1964,5000m-men,17,KOR,Young Bai Choi,8:03.40
Innsbruck 1964,5000m-men,18,FIN,Jouko Ilmari Launonen,8:03.50
Innsbruck 1964,5000m-men,19,SWE,Örjan Sandler,8:05.30
Innsbruck 1964,5000m-men,20,USA,Richard Howard Hunt,8:09.70
Innsbruck 1964,5000m-men,21,FIN,Toivo Salonen,8:10.20
Innsbruck 1964,5000m-men,22,GBR,Anthony Bullen,8:12.40
Innsbruck 1964,5000m-men,23,JPN,Satoshi Shinpo,8:12.50
Innsbruck 1964,5000m-men,24,JPN,Toyofumi Aruga,8:15.90
Innsbruck 1964,5000m-men,25,CAN,Ralf Olin,8:18.20
Innsbruck 1964,5000m-men,26,HUN,György Ivankai,8:19.40
Innsbruck 1964,5000m-men,26,JPN,Yoshihiro Kawano,8:19.40
Innsbruck 1964,5000m-men,28,PRK,Sung Woon Bak,8:20.20
Innsbruck 1964,5000m-men,29,USA,Wayne Arthur Le Bombard,8:21.30
Innsbruck 1964,5000m-men,30,PRK,Choon Bong Kim,8:22.90
Innsbruck 1964,5000m-men,31,MGL,Tsend Luvsansharavyn,8:23.90
Innsbruck 1964,5000m-men,32,SUI,Ruedi Uster,8:24.80
Innsbruck 1964,5000m-men,33,TCH,Oldrich Teply,8:25.60
Innsbruck 1964,5000m-men,34,NED,Petrus Nottet,8:26.10
Innsbruck 1964,5000m-men,35,CAN,Gérald Koning,8:26.90
Innsbruck 1964,5000m-men,36,KOR,Nam Yeon Choi,8:28.00
Innsbruck 1964,5000m-men,37,AUT,Reinhold Seeböck,8:29.60
Innsbruck 1964,5000m-men,38,USA,Stanley Clair Fail,8:31.90
Innsbruck 1964,5000m-men,39,GER,Jürgen Schmidt,8:36.60
Innsbruck 1964,5000m-men,40,SUI,Peter Büttner,8:45.50
Innsbruck 1964,5000m-men,41,HUN,Mihaly Martos,8:47.10
Innsbruck 1964,5000m-men,42,AUT,Gerhard Strutz,8:50.40
Innsbruck 1964,10000m-men,1,SWE,Jonny Nilsson,15:50.10
Innsbruck 1964,10000m-men,2,NOR,Fred Anton Maier,16:06.00
Innsbruck 1964,10000m-men,3,NOR,Knut Johannesen,16:06.30
Innsbruck 1964,10000m-men,4,NED,Rudi Liebrechts,16:08.60
Innsbruck 1964,10000m-men,5,URS,Ants Antson,16:08.70
Innsbruck 1964,10000m-men,6,URS,Viktor Kosichkin,16:19.30
