igre,disciplina,mesto,drzava,ime,rezultat 
Turin 2006,1000m-men,19,CAN,Denny Morrison,1:10.44
Turin 2006,1000m-men,20,JPN,Yusuke Imai,1:10.48
Turin 2006,1000m-men,21,RUS,Aleksandr Kibalko,1:10.50
Turin 2006,1000m-men,22,KOR,Kang Seok Lee,1:10.52
Turin 2006,1000m-men,23,NOR,Even Wetten,1:10.57
Turin 2006,1000m-men,24,KOR,Joon Mun,1:10.66
Turin 2006,1000m-men,25,FIN,Janne Hanninen,1:10.83
Turin 2006,1000m-men,26,FIN,Mika Poutala,1:11.03
Turin 2006,1000m-men,27,JPN,Takaharu Nakajima,1:11.10
Turin 2006,1000m-men,28,JPN,Takahiro Ushiyama,1:11.21
Turin 2006,1000m-men,29,CAN,Steven Elm,1:11.36
Turin 2006,1000m-men,30,ITA,Maurizio Carnino,1:11.44
Turin 2006,1000m-men,31,FIN,Pekka Koskela,1:11.45
Turin 2006,1000m-men,32,JPN,Keiichiro Nagashima,1:11.78
Turin 2006,1000m-men,33,CHN,Weijiang An,1:11.80
Turin 2006,1000m-men,34,CHN,Fengtong Yu,1:11.90
Turin 2006,1000m-men,35,CHN,Zhongqi Zhang,1:12.29
Turin 2006,1000m-men,36,KAZ,Aleksandr Zhigin,1:12.36
Turin 2006,1000m-men,37,FIN,Risto Rosendahl,1:12.60
Turin 2006,1000m-men,38,CHN,Zhuo Lu,1:12.69
Turin 2006,1000m-women,1,NED,Marianne Timmer,1:16.05
Turin 2006,1000m-women,2,CAN,Cindy Klassen,1:16.09
Turin 2006,1000m-women,3,GER,Anni Friesinger,1:16.11
Turin 2006,1000m-women,4,NED,Ireen Wüst,1:16.39
Turin 2006,1000m-women,5,CAN,Kristina Groves,1:16.54
Turin 2006,1000m-women,6,NED,Barbara De Loor,1:16.73
Turin 2006,1000m-women,7,RUS,Svetlana Zhurova,1:17.13
Turin 2006,1000m-women,8,POL,Katarzyna Bachleda Curus,1:17.28
Turin 2006,1000m-women,9,RUS,Yekaterina Abramova,1:17.33
Turin 2006,1000m-women,10,USA,Jennifer Rodriguez,1:17.47
Turin 2006,1000m-women,11,RUS,Varvara Barysheva,1:17.52
Turin 2006,1000m-women,11,RUS,Yekaterina Lobysheva,1:17.52
Turin 2006,1000m-women,13,ITA,Chiara Simionato,1:17.53
Turin 2006,1000m-women,14,CAN,Christine Nesbitt,1:17.54
Turin 2006,1000m-women,15,JPN,Sayuri Yoshii,1:17.58
Turin 2006,1000m-women,16,JPN,Tomomi Okazaki,1:17.63
Turin 2006,1000m-women,17,JPN,Maki Tabata,1:17.64
Turin 2006,1000m-women,17,JPN,Aki Tonoike,1:17.64
Turin 2006,1000m-women,19,KOR,Sang Hwa Lee,1:17.78
Turin 2006,1000m-women,20,CHN,Manli Wang,1:17.90
Turin 2006,1000m-women,21,GER,Sabine Voelker,1:17.97
Turin 2006,1000m-women,22,GER,Judith Dannhauer,1:17.98
Turin 2006,1000m-women,23,NED,Annette Gerritsen,1:18.33
Turin 2006,1000m-women,24,CAN,Shannon Rempel,1:18.35
Turin 2006,1000m-women,25,USA,Amy Sannes,1:18.50
Turin 2006,1000m-women,26,KOR,Ju Youn Lee,1:18.66
Turin 2006,1000m-women,27,USA,Christine Witty,1:18.70
Turin 2006,1000m-women,28,KOR,You Lim Kim,1:18.77
Turin 2006,1000m-women,29,CHN,Beixing Wang,1:19.03
Turin 2006,1000m-women,30,GER,Pamela Zoellner,1:19.30
Turin 2006,1000m-women,31,CHN,Shuang Zhang,1:19.91
Turin 2006,1000m-women,32,USA,Elli Ochowicz,1:19.94
Turin 2006,1000m-women,33,BLR,Svetlana Radkevich,1:20.11
Turin 2006,1000m-women,34,KOR,Bo Ra Lee,1:21.19
Turin 2006,1000m-women,35,ROU,Daniela Oltean,1:21.70
Turin 2006,1500m-men,1,ITA,Enrico Fabris,1:45.97
Turin 2006,1500m-men,2,USA,Shani Davis,1:46.13
Turin 2006,1500m-men,3,USA,Chad Hedrick,1:46.22
Turin 2006,1500m-men,4,NED,Simon Kuipers,1:46.58
Turin 2006,1500m-men,5,NED,Erben Wennemars,1:46.71
Turin 2006,1500m-men,6,RUS,Ivan Skobrev,1:46.91
Turin 2006,1500m-men,7,NOR,Petter Andersen,1:47.15
Turin 2006,1500m-men,8,NOR,Mikael Flygind Larsen,1:47.28
Turin 2006,1500m-men,9,USA,Joey Cheek,1:47.52
Turin 2006,1500m-men,10,NOR,Even Wetten,1:47.78
Turin 2006,1500m-men,11,CAN,Denny Morrison,1:48.04
Turin 2006,1500m-men,12,POL,Konrad Niedzwiedzki,1:48.09
Turin 2006,1500m-men,12,CAN,Steven Elm,1:48.09
Turin 2006,1500m-men,14,KOR,Jong Woo Lee,1:48.11
Turin 2006,1500m-men,15,NED,Sven Kramer,1:48.36
Turin 2006,1500m-men,16,KOR,Joon Mun,1:48.38
Turin 2006,1500m-men,17,CAN,Arne Dankers,1:48.42
Turin 2006,1500m-men,18,ITA,Ippolito Sanfratello,1:48.44
Turin 2006,1500m-men,19,USA,Derek Parra,1:48.54
Turin 2006,1500m-men,20,NED,Jan Bos,1:48.61
Turin 2006,1500m-men,21,RUS,Dmitry Shepel,1:48.74
Turin 2006,1500m-men,22,ITA,Stefano Donagrandi,1:48.85
Turin 2006,1500m-men,23,RUS,Yevgeny Lalenkov,1:49.00
Turin 2006,1500m-men,24,JPN,Teruhiro Sugimori,1:49.51
Turin 2006,1500m-men,24,FIN,Risto Rosendahl,1:49.51
Turin 2006,1500m-men,26,GER,Stefan Heythausen,1:49.58
Turin 2006,1500m-men,27,CAN,Justin Warsylewicz,1:49.77
Turin 2006,1500m-men,28,KOR,Jin Woo Lee,1:49.85
Turin 2006,1500m-men,29,ITA,Matteo Anesi,1:49.88
Turin 2006,1500m-men,30,CHN,Xuefeng Gao,1:49.91
Turin 2006,1500m-men,31,GER,Tobias Schneider,1:50.18
Turin 2006,1500m-men,32,RUS,Aleksandr Kibalko,1:50.29
Turin 2006,1500m-men,33,SWE,Johan Rojler,1:50.50
Turin 2006,1500m-men,34,JPN,Yusuke Imai,1:50.56
Turin 2006,1500m-men,35,JPN,Takahiro Ushiyama,1:50.59
Turin 2006,1500m-men,36,GER,Robert Lehmann,1:51.04
Turin 2006,1500m-men,37,GER,Jorg Dallmann,1:51.32
Turin 2006,1500m-men,38,JPN,Takaharu Nakajima,1:51.61
Turin 2006,1500m-men,39,KAZ,Aleksey Belyayev,1:52.20
Turin 2006,1500m-men,40,CHN,Changyu Li,1:53.32
Turin 2006,1500m-women,1,CAN,Cindy Klassen,1:55.27
Turin 2006,1500m-women,2,CAN,Kristina Groves,1:56.74
Turin 2006,1500m-women,3,NED,Ireen Wüst,1:56.90
Turin 2006,1500m-women,4,GER,Anni Friesinger,1:57.31
Turin 2006,1500m-women,5,ITA,Chiara Simionato,1:58.76
Turin 2006,1500m-women,6,RUS,Yekaterina Lobysheva,1:58.87
Turin 2006,1500m-women,7,CAN,Christine Nesbitt,1:59.15
Turin 2006,1500m-women,8,USA,Jennifer Rodriguez,1:59.30
Turin 2006,1500m-women,9,NED,Renate Groenewold,1:59.33
Turin 2006,1500m-women,10,GER,Daniela Anschuetz,1:59.74
Turin 2006,1500m-women,11,POL,Katarzyna Bachleda Curus,1:59.96
Turin 2006,1500m-women,12,CHN,Fei Wang,2:00.13
Turin 2006,1500m-women,13,NED,Paulien Van Deutekom,2:00.15
Turin 2006,1500m-women,14,NED,Marianne Timmer,2:00.45
Turin 2006,1500m-women,15,JPN,Maki Tabata,2:00.77
Turin 2006,1500m-women,16,KOR,Ju Youn Lee,2:00.85
Turin 2006,1500m-women,17,NOR,Annette Bjelkevik,2:01.03
Turin 2006,1500m-women,18,USA,Catherine Raney Norman,2:01.17
Turin 2006,1500m-women,19,NOR,Maren Haugli,2:01.22
Turin 2006,1500m-women,20,RUS,Varvara Barysheva,2:01.60
Turin 2006,1500m-women,21,RUS,Yekaterina Abramova,2:01.63
Turin 2006,1500m-women,22,JPN,Eriko Ishino,2:01.85
Turin 2006,1500m-women,22,CHN,Jia Ji,2:01.85
Turin 2006,1500m-women,24,USA,Maria Lamb,2:02.12
Turin 2006,1500m-women,25,RUS,Valentina Yakshina,2:02.15
Turin 2006,1500m-women,26,NOR,Hedvig Bjelkevik,2:02.16
Turin 2006,1500m-women,27,AUT,Anna Natalia Rokita,2:02.19
Turin 2006,1500m-women,28,CAN,Shannon Rempel,2:02.24
Turin 2006,1500m-women,29,JPN,Nami Nemoto,2:02.34
Turin 2006,1500m-women,30,GER,Lucille Opitz,2:02.75
Turin 2006,1500m-women,31,ITA,Adelia Marra,2:03.07
Turin 2006,1500m-women,32,KOR,Seon Yeong Noh,2:03.35
Turin 2006,1500m-women,33,JPN,Hiromi Otsu,2:04.77
Turin 2006,1500m-women,34,CHN,Xiaolei Zhang,2:05.75
Turin 2006,1500m-women,35,ROU,Daniela Oltean,2:09.24
Turin 2006,3000m-women,1,NED,Ireen Wüst,4:02.43
Turin 2006,3000m-women,2,NED,Renate Groenewold,4:03.48
Turin 2006,3000m-women,3,CAN,Cindy Klassen,4:04.37
Turin 2006,3000m-women,4,GER,Anni Friesinger,4:04.59
Turin 2006,3000m-women,5,GER,Claudia Pechstein,4:05.54
Turin 2006,3000m-women,6,GER,Daniela Anschuetz,4:06.89
Turin 2006,3000m-women,7,CZE,Martina Sablikova,4:08.42
Turin 2006,3000m-women,8,CAN,Kristina Groves,4:09.03
Turin 2006,3000m-women,9,CAN,Clara Hughes,4:09.17
Turin 2006,3000m-women,10,POL,Katarzyna Bachleda Curus,4:09.61
Turin 2006,3000m-women,11,USA,Catherine Raney Norman,4:10.44
Turin 2006,3000m-women,12,CHN,Fei Wang,4:10.55
Turin 2006,3000m-women,13,JPN,Eriko Ishino,4:11.21
Turin 2006,3000m-women,14,JPN,Maki Tabata,4:12.38
Turin 2006,3000m-women,15,NOR,Maren Haugli,4:12.50
Turin 2006,3000m-women,16,AUT,Anna Natalia Rokita,4:12.87
Turin 2006,3000m-women,17,NED,Moniek Kleinsman,4:13.81
Turin 2006,3000m-women,18,RUS,Svetlana Vysokova,4:13.94
Turin 2006,3000m-women,19,KOR,Seon Yeong Noh,4:15.68
Turin 2006,3000m-women,20,ITA,Adelia Marra,4:16.27
Turin 2006,3000m-women,20,JPN,Eriko Seo,4:16.27
Turin 2006,3000m-women,22,USA,Margaret Crowley,4:17.37
Turin 2006,3000m-women,23,NOR,Annette Bjelkevik,4:17.57
Turin 2006,3000m-women,24,RUS,Valentina Yakshina,4:19.43
Turin 2006,3000m-women,25,CHN,Jia Ji,4:21.06
Turin 2006,3000m-women,26,ROU,Daniela Oltean,4:23.34
Turin 2006,3000m-women,27,USA,Kristine Holzer,4:26.60
Turin 2006,3000m-women,28,KAZ,Nataliya Rybakova,4:38.76
Turin 2006,5000m-men,1,USA,Chad Hedrick,6:14.68
Turin 2006,5000m-men,2,NED,Sven Kramer,6:16.40
Turin 2006,5000m-men,3,ITA,Enrico Fabris,6:18.25
Turin 2006,5000m-men,4,NED,Carl Verheijen,6:18.84
Turin 2006,5000m-men,5,CAN,Arne Dankers,6:21.26
Turin 2006,5000m-men,6,NED,Bob Johannes Carolus De Jong,6:22.12
Turin 2006,5000m-men,7,USA,Shani Davis,6:23.08
Turin 2006,5000m-men,8,NOR,Øystein Grødum,6:24.21
Turin 2006,5000m-men,9,NOR,Lasse Saetre,6:25.15
Turin 2006,5000m-men,10,NOR,Eskil Ervik,6:26.91
Turin 2006,5000m-men,11,RUS,Ivan Skobrev,6:27.02
Turin 2006,5000m-men,12,SWE,Johan Rojler,6:29.24
Turin 2006,5000m-men,13,BEL,Bart Veldkamp,6:32.02
Turin 2006,5000m-men,14,ITA,Ippolito Sanfratello,6:32.58
Turin 2006,5000m-men,15,RUS,Artyom Detyshev,6:32.85
Turin 2006,5000m-men,16,ITA,Stefano Donagrandi,6:33.45
Turin 2006,5000m-men,17,RUS,Yury Kokhanets,6:34.62
Turin 2006,5000m-men,18,POL,Pawel Zygmunt,6:35.01
Turin 2006,5000m-men,19,USA,K C Boutiette,6:37.29
Turin 2006,5000m-men,20,GER,Jens Boden,6:38.34
Turin 2006,5000m-men,21,JPN,Kesato Miyazaki,6:40.03
Turin 2006,5000m-men,22,CAN,Steven Elm,6:41.53
Turin 2006,5000m-men,23,KAZ,Dmitry Babenko,6:42.25
Turin 2006,5000m-men,24,CAN,Justin Warsylewicz,6:43.74
Turin 2006,5000m-men,25,CHN,Xuefeng Gao,6:44.78
Turin 2006,5000m-men,26,ROU,Claudiu Grozea,6:50.29
Turin 2006,5000m-men,27,JPN,Takahiro Ushiyama,6:51.53
Turin 2006,5000m-men,28,KOR,Sang Yeop Yeo,6:58.13
Turin 2006,5000m-women,1,CAN,Clara Hughes,6:59.07
Turin 2006,5000m-women,2,GER,Claudia Pechstein,7:00.08
Turin 2006,5000m-women,3,CAN,Cindy Klassen,7:00.57
Turin 2006,5000m-women,4,CZE,Martina Sablikova,7:01.38
Turin 2006,5000m-women,5,GER,Daniela Anschuetz,7:02.82
Turin 2006,5000m-women,6,CAN,Kristina Groves,7:03.95
Turin 2006,5000m-women,7,USA,Catherine Raney Norman,7:04.91
Turin 2006,5000m-women,8,NOR,Maren Haugli,7:06.08
Turin 2006,5000m-women,9,NED,Renate Groenewold,7:11.32
Turin 2006,5000m-women,10,NED,Carien Kleibeuker,7:12.18
Turin 2006,5000m-women,11,JPN,Eriko Ishino,7:12.48
Turin 2006,5000m-women,12,AUT,Anna Natalia Rokita,7:16.75
Turin 2006,5000m-women,13,JPN,Maki Tabata,7:18.05
Turin 2006,5000m-women,14,GER,Lucille Opitz,7:18.06
Turin 2006,5000m-women,15,CHN,Fei Wang,7:22.90
Turin 2006,5000m-women,16,POL,Katarzyna Bachleda Curus,7:28.09
Turin 2006,10000m-men,1,NED,Bob Johannes Carolus De Jong,13:01.57
Turin 2006,10000m-men,2,USA,Chad Hedrick,13:05.40
Turin 2006,10000m-men,3,NED,Carl Verheijen,13:08.80
Turin 2006,10000m-men,4,NOR,Øystein Grødum,13:12.58
Turin 2006,10000m-men,5,NOR,Lasse Saetre,13:12.93
Turin 2006,10000m-men,6,RUS,Ivan Skobrev,13:17.54
Turin 2006,10000m-men,7,NED,Sven Kramer,13:18.14
Turin 2006,10000m-men,8,ITA,Enrico Fabris,13:21.54
Turin 2006,10000m-men,9,CAN,Arne Dankers,13:23.55
Turin 2006,10000m-men,10,SWE,Johan Rojler,13:29.50
Turin 2006,10000m-men,11,NOR,Eskil Ervik,13:37.62
Turin 2006,10000m-men,12,ITA,Ippolito Sanfratello,13:41.91
Turin 2006,10000m-men,13,ITA,Stefano Donagrandi,13:47.67
Turin 2006,10000m-men,14,BEL,Bart Veldkamp,13:48.12
Turin 2006,10000m-men,15,USA,Charles Ryan Leveille Cox,14:14.81
Vancouver 2010,1000m-men,1,USA,Shani Davis,1:08.94
Vancouver 2010,1000m-men,2,KOR,Tae Bum Mo,1:09.12
Vancouver 2010,1000m-men,3,USA,Chad Hedrick,1:09.32
Vancouver 2010,1000m-men,4,NED,Stefan Groothuis,1:09.45
Vancouver 2010,1000m-men,5,NED,Mark Tuitert,1:09.48
Vancouver 2010,1000m-men,6,NED,Simon Kuipers,1:09.65
Vancouver 2010,1000m-men,7,USA,Nick Pearson,1:09.79
Vancouver 2010,1000m-men,8,FIN,Mika Poutala,1:09.85
Vancouver 2010,1000m-men,9,KOR,Kyou Hyuk Lee,1:09.92
Vancouver 2010,1000m-men,10,USA,Trevor Marsicano,1:10.11
Vancouver 2010,1000m-men,11,RUS,Yevgeny Lalenkov,1:10.14
Vancouver 2010,1000m-men,12,NED,Jan Bos,1:10.29
Vancouver 2010,1000m-men,13,CAN,Denny Morrison,1:10.30
Vancouver 2010,1000m-men,14,CAN,Jeremy Wotherspoon,1:10.35
Vancouver 2010,1000m-men,15,NOR,Mikael Flygind Larsen,1:10.38
Vancouver 2010,1000m-men,16,GER,Samuel Schwarz,1:10.45
Vancouver 2010,1000m-men,17,JPN,Tadashi Obara,1:10.51
Vancouver 2010,1000m-men,18,KOR,Joon Mun,1:10.68
Vancouver 2010,1000m-men,19,NOR,Havard Bokko,1:10.73
Vancouver 2010,1000m-men,20,CAN,François Olivier Roberge,1:10.75
Vancouver 2010,1000m-men,21,RUS,Dmitry Lobkov,1:10.80
Vancouver 2010,1000m-men,22,RUS,Aleksey Yesin,1:10.80
Vancouver 2010,1000m-men,23,KAZ,Denis Kuzin,1:10.88
Vancouver 2010,1000m-men,24,CAN,Kyle Parrot,1:10.89
Vancouver 2010,1000m-men,25,GER,Nico Ihle,1:11.04
Vancouver 2010,1000m-men,26,JPN,Teruhiro Sugimori,1:11.13
Vancouver 2010,1000m-men,27,POL,Konrad Niedzwiedzki,1:11.24
Vancouver 2010,1000m-men,28,KAZ,Roman Krech,1:11.27
Vancouver 2010,1000m-men,29,JPN,Ryohei Haga,1:11.46
Vancouver 2010,1000m-men,30,ITA,Matteo Anesi,1:11.51
Vancouver 2010,1000m-men,31,CHN,Nan Wang,1:11.82
Vancouver 2010,1000m-men,32,POL,Maciej Ustynowicz,1:12.10
Vancouver 2010,1000m-men,33,ITA,Ermanno Ioriatti,1:12.15
Vancouver 2010,1000m-men,34,FIN,Tuomas Nieminen,1:12.26
Vancouver 2010,1000m-men,35,NOR,Christoffer Fagerli Rukke,1:12.31
Vancouver 2010,1000m-men,36,KOR,Ki Ho Lee,1:12.33
Vancouver 2010,1000m-men,37,JPN,Keiichiro Nagashima,1:12.71
Vancouver 2010,1000m-men,38,RUS,Aleksandr Lebedev,1:12.78
Vancouver 2010,1000m-women,1,CAN,Christine Nesbitt,1:16.56
Vancouver 2010,1000m-women,2,NED,Annette Gerritsen,1:16.58
Vancouver 2010,1000m-women,3,NED,Laurine Van Riessen,1:16.72
Vancouver 2010,1000m-women,4,CAN,Kristina Groves,1:16.78
Vancouver 2010,1000m-women,5,JPN,Nao Kodaira,1:16.80
Vancouver 2010,1000m-women,6,NED,Margot Boer,1:16.94
Vancouver 2010,1000m-women,7,USA,Jennifer Rodriguez,1:17.08
Vancouver 2010,1000m-women,8,NED,Ireen Wüst,1:17.28
Vancouver 2010,1000m-women,9,USA,Heather Bergsma,1:17.37
Vancouver 2010,1000m-women,10,NOR,Hege Bokko,1:17.43
Vancouver 2010,1000m-women,11,RUS,Ekaterina Shikhova,1:17.46
Vancouver 2010,1000m-women,12,CZE,Karolina Erbanova,1:17.53
Vancouver 2010,1000m-women,13,PRK,Hyon Suk Ko,1:17.63
Vancouver 2010,1000m-women,14,GER,Anni Friesinger,1:17.71
Vancouver 2010,1000m-women,15,JPN,Sayuri Yoshii,1:17.81
Vancouver 2010,1000m-women,16,KAZ,Yekaterina Aydova,1:17.85
Vancouver 2010,1000m-women,17,GER,Jenny Wolf,1:17.91
Vancouver 2010,1000m-women,18,CHN,Peiyu Jing,1:17.97
Vancouver 2010,1000m-women,19,ITA,Chiara Simionato,1:18.02
Vancouver 2010,1000m-women,20,RUS,Olga Fatkulina,1:18.13
Vancouver 2010,1000m-women,21,CAN,Shannon Rempel,1:18.17
Vancouver 2010,1000m-women,22,GER,Monique Angermuller,1:18.18
Vancouver 2010,1000m-women,23,KOR,Sang Hwa Lee,1:18.24
Vancouver 2010,1000m-women,24,CHN,Beixing Wang,1:18.30
Vancouver 2010,1000m-women,25,CAN,Brittany Schussler,1:18.31
Vancouver 2010,1000m-women,26,USA,Elli Ochowicz,1:18.33
Vancouver 2010,1000m-women,27,RUS,Yekaterina Malysheva,1:18.56
Vancouver 2010,1000m-women,28,RUS,Yekaterina Lobysheva,1:18.78
Vancouver 2010,1000m-women,29,USA,Rebekah Bradford,1:18.79
Vancouver 2010,1000m-women,30,AUS,Sophie Muir,1:18.79
Vancouver 2010,1000m-women,31,POL,Katarzyna Bachleda Curus,1:19.00
Vancouver 2010,1000m-women,32,CHN,Jing Yu,1:19.13
Vancouver 2010,1000m-women,33,CHN,Hui Ren,1:19.18
Vancouver 2010,1000m-women,34,JPN,Tomomi Okazaki,1:19.41
Vancouver 2010,1000m-women,35,JPN,Miho Takagi,1:19.53
Vancouver 2010,1500m-men,1,NED,Mark Tuitert,1:45.57
Vancouver 2010,1500m-men,2,USA,Shani Davis,1:46.10
Vancouver 2010,1500m-men,3,NOR,Havard Bokko,1:46.13
Vancouver 2010,1500m-men,4,RUS,Ivan Skobrev,1:46.42
Vancouver 2010,1500m-men,5,KOR,Tae Bum Mo,1:46.47
Vancouver 2010,1500m-men,6,USA,Chad Hedrick,1:46.69
Vancouver 2010,1500m-men,7,NED,Simon Kuipers,1:46.76
Vancouver 2010,1500m-men,8,NOR,Mikael Flygind Larsen,1:46.77
Vancouver 2010,1500m-men,9,CAN,Denny Morrison,1:46.93
Vancouver 2010,1500m-men,10,ITA,Enrico Fabris,1:47.02
Vancouver 2010,1500m-men,11,RUS,Yevgeny Lalenkov,1:47.06
Vancouver 2010,1500m-men,12,ITA,Matteo Anesi,1:47.34
Vancouver 2010,1500m-men,13,NED,Sven Kramer,1:47.40
Vancouver 2010,1500m-men,14,CAN,Mathieu Giroux,1:47.62
Vancouver 2010,1500m-men,15,USA,Trevor Marsicano,1:47.84
Vancouver 2010,1500m-men,16,NED,Stefan Groothuis,1:48.03
Vancouver 2010,1500m-men,17,POL,Konrad Niedzwiedzki,1:48.15
Vancouver 2010,1500m-men,18,USA,Brian Hansen,1:48.45
Vancouver 2010,1500m-men,19,CAN,Lucas Makowsky,1:48.61
Vancouver 2010,1500m-men,20,NOR,Christoffer Fagerli Rukke,1:48.62
Vancouver 2010,1500m-men,21,RUS,Aleksey Yesin,1:48.65
Vancouver 2010,1500m-men,22,KOR,Jong Woo Lee,1:49.00
Vancouver 2010,1500m-men,23,KAZ,Denis Kuzin,1:49.05
Vancouver 2010,1500m-men,24,SWE,Joel Eriksson,1:49.08
Vancouver 2010,1500m-men,25,SWE,Daniel Friberg,1:49.13
Vancouver 2010,1500m-men,26,JPN,Teruhiro Sugimori,1:49.19
Vancouver 2010,1500m-men,27,POL,Zbigniew Brodka,1:49.45
Vancouver 2010,1500m-men,28,SWE,Johan Rojler,1:49.50
Vancouver 2010,1500m-men,29,NOR,Fredrik Van Der Horst,1:49.58
Vancouver 2010,1500m-men,30,JPN,Shingo Doi,1:49.77
Vancouver 2010,1500m-men,31,KOR,Hong Sun Ha,1:49.93
Vancouver 2010,1500m-men,32,GER,Samuel Schwarz,1:50.07
Vancouver 2010,1500m-men,33,FRA,Pascal Briand,1:50.71
Vancouver 2010,1500m-men,34,CHN,Xuefeng Gao,1:50.78
Vancouver 2010,1500m-men,35,CHN,Longjiang Sun,1:51.30
Vancouver 2010,1500m-men,36,RUS,Aleksandr Lebedev,1:52.09
Vancouver 2010,1500m-men,37,CAN,Kyle Parrot,1:52.67
Vancouver 2010,1500m-women,1,NED,Ireen Wüst,1:56.89
Vancouver 2010,1500m-women,2,CAN,Kristina Groves,1:57.14
Vancouver 2010,1500m-women,3,CZE,Martina Sablikova,1:57.96
Vancouver 2010,1500m-women,4,NED,Margot Boer,1:58.10
Vancouver 2010,1500m-women,5,JPN,Nao Kodaira,1:58.20
Vancouver 2010,1500m-women,6,CAN,Christine Nesbitt,1:58.33
Vancouver 2010,1500m-women,7,NED,Annette Gerritsen,1:58.46
Vancouver 2010,1500m-women,8,RUS,Ekaterina Shikhova,1:58.54
Vancouver 2010,1500m-women,9,GER,Anni Friesinger,1:58.67
Vancouver 2010,1500m-women,10,GER,Daniela Anschuetz,1:58.85
Vancouver 2010,1500m-women,11,RUS,Yekaterina Lobysheva,1:59.01
Vancouver 2010,1500m-women,12,RUS,Alla Shabanova,1:59.35
Vancouver 2010,1500m-women,13,GER,Monique Angermuller,1:59.46
Vancouver 2010,1500m-women,14,NOR,Hege Bokko,1:59.52
Vancouver 2010,1500m-women,15,POL,Katarzyna Bachleda Curus,1:59.53
Vancouver 2010,1500m-women,16,USA,Heather Bergsma,1:59.56
Vancouver 2010,1500m-women,17,NED,Laurine Van Riessen,1:59.79
Vancouver 2010,1500m-women,18,USA,Jennifer Rodriguez,2:00.08
Vancouver 2010,1500m-women,19,JPN,Maki Tabata,2:00.12
Vancouver 2010,1500m-women,20,CHN,Fei Wang,2:00.65
Vancouver 2010,1500m-women,21,CAN,Cindy Klassen,2:00.67
Vancouver 2010,1500m-women,22,GER,Isabell Ost,2:01.69
Vancouver 2010,1500m-women,23,JPN,Miho Takagi,2:01.86
Vancouver 2010,1500m-women,24,USA,Jilleanne Rookard,2:01.95
Vancouver 2010,1500m-women,25,CZE,Karolina Erbanova,2:02.01
Vancouver 2010,1500m-women,26,JPN,Sayuri Yoshii,2:02.26
Vancouver 2010,1500m-women,27,ITA,Chiara Simionato,2:02.38
Vancouver 2010,1500m-women,28,AUT,Anna Natalia Rokita,2:02.67
Vancouver 2010,1500m-women,29,KAZ,Yekaterina Aydova,2:02.81
Vancouver 2010,1500m-women,30,KOR,Seon Yeong Noh,2:02.84
Vancouver 2010,1500m-women,31,USA,Catherine Raney Norman,2:03.02
Vancouver 2010,1500m-women,32,RUS,Yekaterina Abramova,2:03.19
Vancouver 2010,1500m-women,33,KOR,Ju Youn Lee,2:03.67
Vancouver 2010,1500m-women,34,POL,Luisa Zlotkowska,2:04.01
Vancouver 2010,1500m-women,35,CAN,Brittany Schussler,2:04.17
Vancouver 2010,1500m-women,36,POL,Natalia Czerwonka,2:05.00
Vancouver 2010,3000m-women,1,CZE,Martina Sablikova,4:02.53
Vancouver 2010,3000m-women,2,GER,Stephanie Beckert,4:04.62
Vancouver 2010,3000m-women,3,CAN,Kristina Groves,4:04.84
Vancouver 2010,3000m-women,4,GER,Daniela Anschuetz,4:04.87
Vancouver 2010,3000m-women,5,CAN,Clara Hughes,4:06.01
Vancouver 2010,3000m-women,6,JPN,Masako Hozumi,4:07.36
Vancouver 2010,3000m-women,7,NED,Ireen Wüst,4:08.09
Vancouver 2010,3000m-women,8,NOR,Maren Haugli,4:10.01
Vancouver 2010,3000m-women,9,USA,Nancy Swider Pelz Jr.,4:11.16
Vancouver 2010,3000m-women,10,NED,Renate Groenewold,4:11.25
Vancouver 2010,3000m-women,11,NED,Diane Valkenburg,4:11.71
Vancouver 2010,3000m-women,12,USA,Jilleanne Rookard,4:13.05
Vancouver 2010,3000m-women,13,GER,Katrin Mattscherodt,4:13.72
Vancouver 2010,3000m-women,14,CAN,Cindy Klassen,4:15.53
Vancouver 2010,3000m-women,15,JPN,Shiho Ishizawa,4:15.62
Vancouver 2010,3000m-women,16,AUT,Anna Natalia Rokita,4:16.42
Vancouver 2010,3000m-women,17,USA,Catherine Raney Norman,4:16.59
Vancouver 2010,3000m-women,18,RUS,Svetlana Vysokova,4:16.91
Vancouver 2010,3000m-women,19,KOR,Seon Yeong Noh,4:17.36
Vancouver 2010,3000m-women,20,RUS,Galina Likhachova,4:17.63
Vancouver 2010,3000m-women,21,JPN,Eri Natori,4:18.18
Vancouver 2010,3000m-women,22,CHN,Fei Wang,4:18.42
Vancouver 2010,3000m-women,23,KOR,Ju Youn Lee,4:18.87
Vancouver 2010,3000m-women,24,POL,Luisa Zlotkowska,4:19.13
Vancouver 2010,3000m-women,25,CHN,Chunyan Fu,4:20.62
Vancouver 2010,3000m-women,26,KOR,Do Yeong Park,4:20.92
Vancouver 2010,3000m-women,27,DEN,Catherine Grage,4:20.93
Vancouver 2010,3000m-women,28,POL,Katarzyna Wozniak,4:22.35
Vancouver 2010,5000m-men,1,NED,Sven Kramer,6:14.60
Vancouver 2010,5000m-men,2,KOR,Seung Hoon Lee,6:16.95
Vancouver 2010,5000m-men,3,RUS,Ivan Skobrev,6:18.05
Vancouver 2010,5000m-men,4,NOR,Havard Bokko,6:18.80
